Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
Hind Coil,NRM,P2,44,15,130,120,1.9,7.88,,0,10.98,,1663,9.5,9.5,6100,6000,3800,390,,3800,390,,4.75,0.001583333,,4.25,4.18,10.85,9.4,3000,2815.38,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,44,16,120,170,1.9,11.69,,0,14.79,,1660,12.62,12.62,6000,7800,3800,390,,3800,390,,4.45,0.001617949,,4.18,4.11,10.98,9.5,2752.94,3000,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,44,17,170,135,1.91,7.22,,0,10.33,,1657,8.97,8.97,7800,6300,3800,390,,3800,390,,3.99,0.00142381,,4.11,4.04,14.79,12.62,2800,2752.94,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,44,18,135,170,2.1,9.98,,0,13.23,,1692,11.37,11.37,6300,7700,3800,390,,3800,390,,4.01,0.001476623,,4.04,3.96,10.33,8.97,2717.65,2800,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,44,19,170,150,2.11,8.96,,0,12.26,,1697,10.58,10.58,7700,7200,3800,390,,3800,390,,4.23,0.001469444,,3.96,3.89,13.23,11.37,2880,2717.65,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,44,20,150,145,2.11,9.79,,0,13.1,,1664,11.27,11.27,7200,6900,3800,390,,3800,390,,4.66,0.001633333,,3.89,3.82,12.26,10.58,2855.17,2880,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,44,21,145,120,2.15,7.41,,0,10.72,,1651,9.32,9.32,6900,6400,3800,390,,3800,390,,4.66,0.00145625,,3.82,3.75,13.1,11.27,3200,2855.17,,,1.16,,,,,,,,,
Hind Coil,NRM,P2,44,22,120,155,2.11,9.36,,0,12.7,,1667,10.95,10.95,6400,6800,3800,390,,3800,390,,4.24,0.001610294,,3.75,3.68,10.72,9.32,2632.26,3200,,,1.23,,,,,,,,,
Hind Coil,NRM,P2,44,23,155,150,2.11,8.36,,0,11.71,,1665,10.14,10.14,6800,7800,3800,390,,3800,390,,4.06,0.0013,,3.68,3.61,12.7,10.95,3120,2632.26,,,1.24,,,,,,,,,
Hind Coil,NRM,P2,44,24,150,155,2.12,11.41,,0,14.77,,1659,12.65,12.65,7800,8000,3800,390,,3800,390,,4.9,0.00158125,,3.61,3.54,11.71,10.14,3096.77,3120,,,1.24,,,,,,,,,
Hind Coil,NRM,P2,44,25,155,195,2.1,11.18,,0,14.48,,1675,12.4,12.4,8000,9000,3800,390,,3800,390,,3.82,0.001377778,,3.54,3.46,14.77,12.65,2769.23,3096.77,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,44,26,195,170,2.05,9.82,,0,13.06,,1665,11.23,11.23,9000,8000,3800,390,,3800,390,,3.96,0.00140375,,3.46,3.39,14.48,12.4,2823.53,2769.23,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,44,27,170,165,2.01,10.83,,0,14.83,,1696,12.8,12.8,8000,8200,3800,390,,3800,390,,4.65,0.001560976,,3.39,3.32,13.06,11.23,2981.82,2823.53,,,1.99,,,,,,,,,
Hind Coil,NRM,P2,44,28,165,160,2.15,9.78,,0,13.07,,1682,11.24,11.24,8200,7500,3800,390,,3800,390,,4.22,0.001498667,,3.32,3.25,14.83,12.8,2812.5,2981.82,,,1.14,,,,,,,,,
Hind Coil,NRM,P2,44,29,160,155,2.08,10.77,,0,14,,1689,12,12,7500,7900,3800,390,,3800,390,,4.65,0.001518987,,3.25,3.18,13.07,11.24,3058.06,2812.5,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,44,30,155,190,2.15,10.12,,0,13.39,,1699,11.5,11.5,7900,7700,3800,390,,3800,390,,3.63,0.001493506,,3.18,3.11,14,12,2431.58,3058.06,,,1.12,,,,,,,,,
Hind Coil,NRM,P2,44,31,190,150,2.1,10.47,,0,13.73,,1680,11.78,11.78,7700,7400,3800,390,,3800,390,,4.71,0.001591892,,3.11,3.04,13.39,11.5,2960,2431.58,,,1.16,,,,,,,,,
Hind Coil,NRM,P2,44,32,150,140,2.14,9.92,,0,13.25,,1671,11.4,11.4,7400,6700,3800,390,,3800,390,,4.89,0.001701493,,3.04,2.96,13.73,11.78,2871.43,2960,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,44,33,140,175,2.01,9.77,,0,12.92,,1687,11.1,11.1,6700,7900,3800,390,,3800,390,,3.81,0.001405063,,2.96,2.89,13.25,11.4,2708.57,2871.43,,,1.14,,,,,,,,,
Hind Coil,NRM,P2,44,34,175,135,1.95,8.82,,0,11.75,,1665,10.1,10.1,7900,6100,3800,390,,3800,390,,4.49,0.001655738,,2.89,2.82,12.92,11.1,2711.11,2708.57,,,0.98,,,,,,,,,
Hind Coil,NRM,P2,44,35,135,155,2.12,10.15,,0,13.25,,1679,11.36,11.36,6100,7900,3800,390,,3800,390,,4.4,0.001437975,,2.82,2.75,11.75,10.1,3058.06,2711.11,,,0.98,,,,,,,,,
Hind Coil,NRM,P2,45,1,0,250,2.3,10.76,,0,14.31,,1664,12.3,12.3,0,8700,0,0,,,,,2.95,0.001413793,,5.25,5.17,0,0,2088,0,,,1.25,,,,,,,,,
Hind Coil,NRM,P2,45,2,250,210,2,10.08,,0,13.28,,1664,11.4,11.4,8700,8000,,,,,,,3.26,0.001425,,5.17,5.09,14.31,12.3,2285.71,2088,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,3,210,135,2.01,8.24,,0,11.45,,1659,9.9,9.9,8000,6500,,,,,,,4.4,0.001523077,,5.09,5.02,13.28,11.4,2888.89,2285.71,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,4,135,120,2,8.13,,0,11.33,,1662,9.8,9.8,6500,6000,,,,,,,4.9,0.001633333,,5.02,4.94,11.45,9.9,3000,2888.89,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,5,120,155,1.96,4.75,,0,7.91,,1674,6.99,6.99,6000,6700,,,,,,,2.71,0.001043284,,4.94,4.86,11.33,9.8,2593.55,3000,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,6,155,120,2.1,7.47,,0,10.72,,1652,9.31,9.31,6700,5700,,,,,,,4.66,0.001633333,,4.86,4.78,7.91,6.99,2850,2593.55,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,7,120,210,2.05,10.74,,0,13.98,,1678,11.98,11.98,5700,7900,,,,,,,3.42,0.001516456,,4.78,4.7,10.72,9.31,2257.14,2850,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,45,8,210,350,2.15,10.03,,0,13.37,,1668,11.5,11.5,7900,8000,,,,,,,1.97,0.0014375,,4.7,4.63,13.98,11.98,1371.43,2257.14,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,45,9,350,170,1.8,9.35,,0,12.38,,1683,10.64,10.64,8000,7300,,,,,,,3.76,0.001457534,,4.63,4.55,13.37,11.5,2576.47,1371.43,,,1.23,,,,,,,,,
Hind Coil,NRM,P2,45,10,170,130,1.96,7.92,,0,11.09,,1670,9.6,9.6,7300,6200,,,,,,,4.43,0.001548387,,4.55,4.47,12.38,10.64,2861.54,2576.47,,,1.21,,,,,,,,,
Hind Coil,NRM,P2,45,11,130,120,1.9,7.51,,0,10.61,,1659,9.2,9.2,6200,6100,,,,,,,4.6,0.001508197,,4.47,4.39,11.09,9.6,3050,2861.54,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,12,120,170,1.86,6.92,,0,9.99,,1652,8.68,8.68,6100,7200,,,,,,,3.06,0.001205556,,4.39,4.31,10.61,9.2,2541.18,3050,,,1.21,,,,,,,,,
Hind Coil,NRM,P2,45,13,170,130,1.93,10.59,,0,13.72,,1625,11.75,11.75,7200,8000,,,,,,,5.42,0.00146875,,4.31,4.23,9.99,8.68,3692.31,2541.18,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,14,130,125,2.15,7.69,,0,11,,1684,9.55,9.55,8000,4300,,,,,,,4.58,0.00222093,,4.23,4.16,13.72,11.75,2064,3692.31,,,1.16,,,,,,,,,
Hind Coil,NRM,P2,45,15,125,155,2.05,9.43,,0,12.68,,1649,10.92,10.92,4300,7300,,,,,,,4.23,0.00149589,,4.16,4.08,11,9.55,2825.81,2064,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,16,155,150,2.11,9.75,,0,13.01,,1649,11.19,11.19,7300,7400,,,,,,,4.48,0.001512162,,4.08,4,12.68,10.92,2960,2825.81,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,17,150,145,2.11,8.95,,0,12.21,,1656,10.53,10.53,7400,7000,,,,,,,4.36,0.001504286,,4,3.92,13.01,11.19,2896.55,2960,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,18,145,155,2.1,10.73,,0,14.03,,1672,12.03,12.03,7000,7500,,,,,,,4.66,0.001604,,3.92,3.84,12.21,10.53,2903.23,2896.55,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,19,155,155,2.1,8.76,,0,12.06,,1659,10.42,10.42,7500,7400,,,,,,,4.03,0.001408108,,3.84,3.77,14.03,12.03,2864.52,2903.23,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,20,155,150,2,10.04,,0,13.26,,1667,11.39,11.39,7400,7300,,,,,,,4.56,0.001560274,,3.77,3.69,12.06,10.42,2920,2864.52,,,1.22,,,,,,,,,
Hind Coil,NRM,P2,45,21,150,190,2.1,11.67,,0,14.97,,1680,12.8,12.8,7300,8900,,,,,,,4.04,0.001438202,,3.69,3.61,13.26,11.39,2810.53,2920,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,22,190,165,2.12,9.4,,0,12.72,,1687,10.96,10.96,8900,7900,,,,,,,3.99,0.001387342,,3.61,3.53,14.97,12.8,2872.73,2810.53,,,1.2,,,,,,,,,
Hind Coil,NRM,P2,45,23,165,135,2.15,8.45,,0,11.79,,1637,10.2,10.2,7900,6400,,,,,,,4.53,0.00159375,,3.53,3.45,12.72,10.96,2844.44,2872.73,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,45,24,135,160,2.01,10.5,,0,13.66,,1665,11.71,11.71,6400,7000,,,,,,,4.39,0.001672857,,3.45,3.38,11.79,10.2,2625,2844.44,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,25,160,155,2.15,9.71,,0,13.01,,1656,11.2,11.2,7000,7500,,,,,,,4.34,0.001493333,,3.38,3.3,13.66,11.71,2903.23,2625,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,26,155,200,2.01,-3.78,,0,-0.62,,1668,0,0,7500,,,,,,,,0,#DIV/0!,,3.3,3.22,13.01,11.2,0,2903.23,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,27,200,105,2.04,13.33,,0,16.52,,1693,14.06,14.06,,12800,,,,,,,8.03,0.001098438,,3.22,3.14,-0.62,0,7314.29,0,,,1.15,,,,,,,,,
Hind Coil,NRM,P2,45,28,105,160,2.01,18.13,,0,21.33,,1692,18,18,12800,8000,,,,,,,6.75,0.00225,,3.14,3.06,16.52,14.06,3000,7314.29,,,1.19,,,,,,,,,
Hind Coil,NRM,P2,45,29,160,145,2.04,8.6,,0,11.69,,1676,10.08,10.08,8000,6100,,,,,,,4.17,0.001652459,,3.06,2.98,21.33,18,2524.14,3000,,,1.05,,,,,,,,,
Hind Coil,NRM,P2,45,30,145,180,2.11,11.6,,0,14.66,,1670,12.51,12.51,6100,8800,,,,,,,4.17,0.001421591,,2.98,2.91,11.69,10.08,2933.33,2524.14,,,0.95,,,,,,,,,
Hind Coil,NRM,P2,45,31,180,145,2.15,8.93,,0,12.07,,1685,10.4,10.4,8800,7200,,,,,,,4.3,0.001444444,,2.91,2.83,14.66,12.51,2979.31,2933.33,,,0.99,,,,,,,,,
Hind Coil,NRM,P2,45,32,145,175,2.05,10.83,,0,13.83,,1670,11.82,11.82,7200,8000,,,,,,,4.05,0.0014775,,2.83,2.75,12.07,10.4,2742.86,2979.31,,,0.95,,,,,,,,,
Hind Coil,NRM,NL,46,23,0,120,2.41,6.87,,0,10.37,,1620,9.06,9.06,0,5628,0,0,,,,,4.53,0.001609808,,5.25,5.16,0,0,2814,0,,,1.09,,,,,,,,,
Hind Coil,NRM,NL,46,24,120,170,2.27,9.32,,0,12.79,,1644,11.04,11.04,5628,8145,,,,,,,3.9,0.001355433,,5.16,5.06,10.37,9.06,2874.71,2814,,,1.2,,,,,,,,,
Hind Coil,NRM,NL,46,25,170,125,2.27,5.92,,0,9.33,,1659,8.2,8.2,8145,5959,,,,,,,3.94,0.00137607,,5.06,4.97,12.79,11.04,2860.32,2874.71,,,1.14,,,,,,,,,
Hind Coil,NRM,NL,46,26,125,160,2.21,10.53,,0,13.94,,1664,11.98,11.98,5959,8393,,,,,,,4.49,0.00142738,,4.97,4.88,9.33,8.2,3147.38,2860.32,,,1.2,,,,,,,,,
Hind Coil,NRM,NL,46,27,160,140,1.8,9.34,,0,12.24,,1649,10.5,10.5,8393,6493,,,,,,,4.5,0.001617126,,4.88,4.79,13.94,11.98,2782.71,3147.38,,,1.1,,,,,,,,,
Hind Coil,NRM,NL,46,28,140,125,1.8,10.13,,0,13.08,,1658,11.2,11.2,6493,7903,,,,,,,5.38,0.001417183,,4.79,4.69,12.24,10.5,3793.44,2782.71,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,29,125,130,1.6,7.5,,0,10,,1650,8.6,8.6,7903,5804,,,,,,,3.97,0.001481737,,4.69,4.6,13.08,11.2,2678.77,3793.44,,,0.9,,,,,,,,,
Hind Coil,NRM,NL,46,30,130,115,1.6,7.32,,0,9.77,,1641,8.4,8.4,5804,5840,,,,,,,4.38,0.001438356,,4.6,4.51,10,8.6,3046.96,2678.77,,,0.85,,,,,,,,,
Hind Coil,NRM,NL,46,31,115,165,1.8,11.37,,0,14.37,,1660,12.26,12.26,5840,8417,,,,,,,4.46,0.001456576,,4.51,4.42,9.77,8.4,3060.73,3046.96,,,1.2,,,,,,,,,
Hind Coil,NRM,NL,46,32,165,145,2.19,6.07,,0,9.51,,1630,8.35,8.35,8417,6885,,,,,,,3.46,0.001212781,,4.42,4.32,14.37,12.26,2848.97,3060.73,,,1.26,,,,,,,,,
Hind Coil,NRM,NL,46,33,145,155,2.3,10.18,,0,13.58,,1649,11.68,11.68,6885,7988,,,,,,,4.52,0.001462193,,4.32,4.23,9.51,8.35,3092.13,2848.97,,,1.1,,,,,,,,,
Hind Coil,NRM,NL,46,34,155,155,2.26,8.91,,0,12.36,,1638,10.69,10.69,7988,7455,,,,,,,4.14,0.001433937,,4.23,4.14,13.58,11.68,2885.81,3092.13,,,1.19,,,,,,,,,
Hind Coil,NRM,NL,46,35,155,145,2.29,8.44,,0,11.97,,1640,10.38,10.38,7455,7004,,,,,,,4.3,0.00148201,,4.14,4.05,12.36,10.69,2898.21,2885.81,,,1.24,,,,,,,,,
Hind Coil,NRM,NL,46,36,145,165,2.1,9.58,,0,12.98,,1670,11.19,11.19,7004,7607,,,,,,,4.07,0.001471014,,4.05,3.95,11.97,10.38,2766.18,2898.21,,,1.3,,,,,,,,,
Hind Coil,NRM,NL,46,37,165,150,2.1,9.8,,0,13.05,,1658,11.22,11.22,7607,7190,,,,,,,4.49,0.001560501,,3.95,3.86,12.98,11.19,2876,2766.18,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,38,150,155,2.1,9.65,,0,12.9,,1639,11.1,11.1,7190,7200,,,,,,,4.3,0.001541667,,3.86,3.77,13.05,11.22,2787.1,2876,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,39,155,170,2.2,9.71,,0,13.01,,1680,11.2,11.2,7200,7701,,,,,,,3.95,0.001454357,,3.77,3.68,12.9,11.1,2718,2787.1,,,1.1,,,,,,,,,
Hind Coil,NRM,NL,46,40,170,150,2.2,9.29,,0,12.64,,1655,10.9,10.9,7701,7815,,,,,,,4.36,0.001394754,,3.68,3.58,13.01,11.2,3126,2718,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,41,150,160,2.27,9.17,,0,12.58,,1644,10.86,10.86,7815,7516,,,,,,,4.07,0.001444918,,3.58,3.49,12.64,10.9,2818.5,3126,,,1.14,,,,,,,,,
Hind Coil,NRM,NL,46,42,160,155,2.24,9.28,,0,12.79,,1640,11.05,11.05,7516,7970,,,,,,,4.28,0.001386449,,3.49,3.4,12.58,10.86,3085.16,2818.5,,,1.27,,,,,,,,,
Hind Coil,NRM,NL,46,43,155,155,2.34,9.59,,0,13.08,,1638,11.28,11.28,7970,7852,,,,,,,4.37,0.001436577,,3.4,3.31,12.79,11.05,3039.48,3085.16,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,44,155,180,2.27,10.94,,0,14.39,,1672,12.35,12.35,7852,8780,,,,,,,4.12,0.001406606,,3.31,3.21,13.08,11.28,2926.67,3039.48,,,1.18,,,,,,,,,
Hind Coil,NRM,NL,46,45,180,195,1.9,11.09,,0,14.34,,1659,12.28,12.28,8780,8458,,,,,,,3.78,0.00145188,,3.21,3.12,14.39,12.35,2602.46,2926.67,,,1.35,,,,,,,,,
Hind Coil,NRM,NL,46,46,195,180,1.89,12.66,,0,15.8,,1660,13.46,13.46,8458,8848,,,,,,,4.49,0.001521248,,3.12,3.03,14.34,12.28,2949.33,2602.46,,,1.25,,,,,,,,,
Hind Coil,NRM,NL,46,47,180,135,1.8,8.61,,0,11.56,,1661,9.95,9.95,8848,6509,,,,,,,4.42,0.001528653,,3.03,2.94,15.8,13.46,2892.89,2949.33,,,1.15,,,,,,,,,
Hind Coil,NRM,NL,46,48,135,170,2.2,9.05,,0,12.6,,1670,10.9,10.9,6509,7656,,,,,,,3.85,0.00142372,,2.94,2.84,11.56,9.95,2702.12,2892.89,,,1.35,,,,,,,,,
Hind Coil,NRM,NL,46,49,170,165,1.2,10.98,,0,13.63,,1450,11.6,11.6,7656,8022,,,,,,,4.22,0.001446023,,2.84,2.75,12.6,10.9,2917.09,2702.12,,,1.45,,,,,,,,,
21st Century,SRM,NL,47,1,0,380,,-0.06,,0.05,-0.01,0.22,,0,0,0,,0,0,,,,,0,#DIV/0!,,,,0,0,0,0,50,,,,,,,,,,,
21st Century,SRM,NL,47,2,380,190,3.5,-4.24,,0.05,-0.69,0.2,,0,0,,,,,,,,,0,#DIV/0!,,,,-0.01,0,0,0,50,,,,,,,,,,,
21st Century,SRM,NL,47,3,190,185,5,-6.04,,0.05,-0.99,0.2,,0,0,,,,,,2950,,,0,#DIV/0!,,,,-0.69,0,0,0,50,,,,,,,,,,,
21st Century,SRM,NL,47,4,185,190,4.5,-5.45,,0.06,-0.89,0.23,,0,0,,11400,2950,,,2900,,,0,0,,,,-0.99,0,3600,0,60,,,,,,,,,,,
21st Century,SRM,NL,47,5,190,205,5,-6.05,,0.06,-0.99,0.23,,0,0,11400,12300,2900,,,2800,,,0,0,,,,-0.89,0,3600,3600,60,,,,,,,,,,,
21st Century,SRM,NL,47,6,205,185,5,-6.05,,0.07,-0.99,0.25,,0,0,12300,10900,2800,,,2900,,,0,0,,,,-0.99,0,3535.14,3600,65,,,,,,,,,,,
21st Century,SRM,NL,47,7,185,180,6,-7.25,,0.07,-1.19,0.24,,0,0,10900,11800,2900,,,2800,,,0,0,,,,-0.99,0,3933.33,3535.14,65,,,,,,,,,,,
21st Century,SRM,NL,47,8,180,225,7,-8.45,,0.07,-1.38,0.25,,0,0,11800,12200,2800,,,2800,,,0,0,,,,-1.19,0,3253.33,3933.33,65,,,,,,,,,,,
21st Century,SRM,NL,48,1,0,230,5,10.33,,0.06,15.39,0.25,,13.43,13.43,0,12300,0,0,,2800,,,3.5,0.00109187,,,,0,0,3208.7,0,60,,,,,,,,,,,
21st Century,SRM,NL,48,2,230,240,4,14.18,,0.05,18.23,0.23,,15.6,15.6,12300,12400,2800,,,2800,,,3.9,0.001258065,,,,15.39,13.43,3100,3208.7,50,,,,,,,,,,,
21st Century,SRM,NL,48,3,240,235,4.5,12.64,,0.06,17.2,0.25,,14.83,14.83,12400,12700,2800,,,2800,,,3.79,0.001167717,,,,18.23,15.6,3242.55,3100,60,,,,,,,,,,,
21st Century,SRM,NL,48,4,235,200,5,12.84,,0.06,17.9,0.2,,15.49,15.49,12700,12500,2800,,,2800,,,4.65,0.0012392,,,,17.2,14.83,3750,3242.55,60,,,,,,,,,,,
21st Century,SRM,NL,48,5,200,195,5,12.6,,0.06,17.66,0.24,,15.29,15.29,12500,12700,2800,,,2700,,,4.71,0.001203937,,,,17.9,15.49,3907.69,3750,60,,,,,,,,,,,
21st Century,SRM,NL,48,6,195,175,5,10.17,,0.06,15.23,0.21,,13.3,13.3,12700,11700,2700,,,2700,,,4.56,0.001136752,,,,17.66,15.29,4011.43,3907.69,60,,,,,,,,,,,
21st Century,SRM,NL,48,7,175,200,6,-7.24,,0.06,-1.18,0.22,,0,0,11700,11800,2700,,,2750,,,0,0,,,,15.23,13.3,3540,4011.43,60,,,,,,,,,,,
21st Century,SRM,NL,49,1,0,210,5,-6.04,,0.05,-0.99,0.22,,0,0,0,,0,0,,2750,,,0,#DIV/0!,,,,0,0,0,0,50,,,,,,,,,,,
21st Century,SRM,NL,49,2,210,225,5,-6.05,,0.06,-0.99,0.21,,0,0,,,2750,,,2700,,,0,#DIV/0!,,,,-0.99,0,0,0,60,,,,,,,,,,,
21st Century,SRM,NL,49,3,225,205,4.5,-5.45,,0.06,-0.89,0.24,,0,0,,,2700,,,,,,0,#DIV/0!,,,,-0.99,0,0,0,60,,,,,,,,,,,
21st Century,SRM,NL,49,4,205,260,5.5,-6.65,,0.06,-1.09,0.21,,0,0,,,,,,,,,0,#DIV/0!,,,,-0.89,0,0,0,60,,,,,,,,,,,
21st Century,SRM,NL,49,5,260,190,5,-6.05,,0.06,-0.99,0.27,,0,0,,,,,,,,,0,#DIV/0!,,,,-1.09,0,0,0,60,,,,,,,,,,,
21st Century,SRM,NL,49,6,190,190,4.5,-5.46,,0.07,-0.89,0.17,,0,0,,,,,,,,,0,#DIV/0!,,,,-0.99,0,0,0,65,,,,,,,,,,,
21st Century,SRM,NL,50,1,0,220,6,11.54,,0.07,17.61,0.29,,15.41,15.41,0,12400,0,0,,2600,355,,4.2,0.001242742,,,,0,0,3381.82,0,70,,,,,,,,,,,
21st Century,SRM,NL,50,2,220,330,5,14.76,,0.08,19.84,0.19,,17.08,17.08,12400,12200,2600,355,,2600,355,,3.11,0.0014,,,,17.61,15.41,2218.18,3381.82,75,,,,,,,,,,,
21st Century,SRM,NL,50,3,330,220,6,12.41,,0.08,18.49,0.25,,16.14,16.14,12200,12800,2600,355,,2600,355,,4.4,0.001260938,,,,19.84,17.08,3490.91,2218.18,80,,,,,,,,,,,
21st Century,SRM,NL,50,4,220,180,5,13.33,,0.08,18.41,0.17,,15.91,15.91,12800,11800,2600,355,,2600,355,,5.3,0.001348305,,,,18.49,16.14,3933.33,3490.91,80,,,,,,,,,,,
21st Century,SRM,NL,50,5,180,190,5,13.14,,0.08,18.21,0.17,,15.75,15.75,11800,11700,2600,355,,2650,355,,4.97,0.001346154,,,,18.41,15.91,3694.74,3933.33,75,,,,,,,,,,,
21st Century,SRM,NL,50,6,190,490,4,15.28,,0.08,19.36,0.2,,16.53,16.53,11700,11700,2650,355,,2550,355,,2.02,0.001412821,,,,18.21,15.75,1432.65,3694.74,80,,,,,,,,,,,
21st Century,SRM,NL,50,7,490,205,5,-6.07,,0.08,-0.99,,,0,0,11700,12400,2550,355,,2500,400,,0,0,,,,19.36,16.53,3629.27,1432.65,80,,,,,,,,,,,
21st Century,SRM,NL,51,1,0,240,7,11.41,,0.1,18.51,0.2,,16.32,16.32,0,13400,0,0,,2500,400,,4.08,0.00121791,,,,0,0,3350,0,100,,,,,,,,,,,
21st Century,SRM,NL,51,2,240,200,7,10.42,,0,17.42,0.2,,15.41,15.41,13400,12500,2500,400,,2500,400,,4.62,0.0012328,,,,18.51,16.32,3750,3350,,,,,,,,,,,,
21st Century,SRM,NL,51,3,200,220,6.5,12.52,,0,19.02,0.23,,16.64,16.64,12500,13300,2500,400,,2500,400,,4.54,0.001251128,,,,17.42,15.41,3627.27,3750,,,,,,,,,,,,
21st Century,SRM,NL,51,4,220,200,4.5,13.03,,0,17.53,0.21,,15.1,15.1,13300,12000,2500,400,,2600,400,,4.53,0.001258333,,,,19.02,16.64,3600,3627.27,,,,,,,,,,,,
21st Century,SRM,NL,51,5,200,205,3,15.59,,0,18.59,0.19,,15.72,15.72,12000,12400,2600,400,,2500,400,,4.6,0.001267742,,,,17.53,15.1,3629.27,3600,,,,,,,,,,,,
21st Century,SRM,NL,51,6,205,195,4.5,14.13,,0,18.63,0.2,,16,16,12400,12500,2500,400,,2550,400,,4.92,0.00128,,,,18.59,15.72,3846.15,3629.27,,,,,,,,,,,,
21st Century,SRM,NL,51,7,195,205,5,-6.12,,0.12,-1,0.2,,0,0,12500,13000,2550,400,,2550,450,,0,0,,,,18.63,16,3804.88,3846.15,120,,,,,,,,,,,
21st Century,SRM,NL,52,1,0,205,7,12.72,,0.12,19.84,0.25,,17.41,17.41,0,13200,0,0,,2600,450,,5.1,0.001318939,,,,0,0,3863.41,0,120,,,,,,,,,,,
21st Century,SRM,NL,52,2,205,210,6,12.19,,0.12,18.31,0.2,,15.99,15.99,13200,12800,2600,450,,2500,450,,4.57,0.001249219,,,,19.84,17.41,3657.14,3863.41,120,,,,,,,,,,,
21st Century,SRM,NL,52,3,210,225,7,11.03,,0.1,18.13,0.19,,16,16,12800,12900,2500,450,,2500,450,,4.27,0.00124031,,,,18.31,15.99,3440,3657.14,100,,,,,,,,,,,
21st Century,SRM,NL,52,4,225,235,6,11.84,,0.1,17.94,25,,15.69,15.69,12900,12300,2500,450,,2500,450,,4.01,0.00127561,,,,18.13,16,3140.43,3440,100,,,,,,,,,,,
21st Century,SRM,NL,52,5,235,230,6.5,11.71,,0.13,18.34,19,,16.1,16.1,12300,,2500,450,,2550,450,,4.2,#DIV/0!,,,,17.94,15.69,0,3140.43,125,,,,,,,,,,,
21st Century,SRM,NL,52,6,230,205,7,11.41,,0.13,18.53,20,,16.34,16.34,,12300,2550,450,,2600,450,,4.78,0.001328455,,,,18.34,16.1,3600,0,125,,,,,,,,,,,
21st Century,SRM,NL,53,1,0,385,7,12,,0.1,19.1,26,,16.8,16.8,0,16300,0,0,,2600,475,,2.62,0.001030675,,,,0,0,2540.26,0,100,,,,,,,,,,,
21st Century,SRM,NL,53,2,385,235,0,21.17,,0.1,21.27,24,,17.46,17.46,16300,15000,2600,475,,2600,500,,4.46,0.001164,,,,19.1,16.8,3829.79,2540.26,100,,,,,,,,,,,
21st Century,SRM,NL,53,3,235,200,0,19.68,,0.12,19.8,22,,16.26,16.26,15000,12700,2600,500,,2500,500,,4.88,0.001280315,,,,21.27,17.46,3810,3829.79,120,,,,,,,,,,,
21st Century,SRM,NL,53,4,200,240,7.5,10.82,,0.12,18.44,0.19,,16.34,16.34,12700,13300,2500,500,,2500,525,,4.09,0.001228571,,,,19.8,16.26,3325,3810,120,,,,,,,,,,,
